,box_id,match_id,dice_score,iou,detected_class,confidence_score,experiment
261,261,0,0.43399488030758937,0.26916024935826915,person,0.7970079183578491,2
262,262,0,0.0,0.0,person,0.7970079183578491,2
263,263,-1,0.0,0.0,None,0.0,2
264,264,-1,0.0,0.0,None,0.0,2
265,265,-1,0.0,0.0,None,0.0,2
266,266,0,0.019994467219833105,0.010092181631956298,person,0.7170681953430176,2
267,267,-1,0.0,0.0,None,0.0,2
268,268,0,0.0,0.0,person,0.84309983253479,2
269,269,0,0.0,0.0,cup,0.5901814699172974,2
270,270,0,0.8583178737299492,0.7418537708693149,cup,0.5901814699172974,2
271,271,-1,0.0,0.0,None,0.0,2
272,272,1,0.134367940783425,0.07169113632889555,boat,0.2993163466453552,2
273,273,2,0.001502925540331728,0.00073825425938102,dining table,0.30538904666900635,2
274,274,-1,0.0,0.0,None,0.0,2
275,275,-1,0.0,0.0,None,0.0,2
276,276,4,0.03868924192672671,0.019609785084678616,boat,0.2746451795101166,2
277,277,1,0.26760180043860643,0.15416111216911066,clock,0.542687177658081,2
278,278,0,0.5003811347407827,0.3312159545396963,cup,0.9714058041572571,3
279,279,0,0.5804989508533366,0.40605037336164734,cup,0.9714058041572571,3
280,280,1,0.8407455676746766,0.71796158583877,orange,0.9183462262153625,3
281,281,0,0.8692147221924323,0.7643074880770933,cup,0.9865712523460388,3
282,282,0,0.0,0.0,zebra,0.8300886154174805,3
283,283,0,0.79716814174389,0.6364481636448164,kite,0.2732091546058655,3
284,284,-1,0.0,0.0,None,0.0,3
285,285,2,0.860670786890344,0.7478722630392085,boat,0.830254077911377,3
286,286,0,0.0,0.0,toilet,0.9052577614784241,3
287,287,2,0.030660375834752243,0.015348072355198247,potted plant,0.788494884967804,3
288,288,-1,0.0,0.0,None,0.0,3
289,289,-1,0.0,0.0,None,0.0,3
290,290,0,0.8405382017174167,0.7161790097531383,vase,0.6281080842018127,3
291,291,0,0.5615001419015734,0.38492063492063494,boat,0.7749868035316467,3
292,292,-1,0.0,0.0,None,0.0,3
293,293,0,0.6040164781830801,0.41975813041346627,bird,0.7341665625572205,3
294,294,3,0.9122049409638012,0.8266935819034614,vase,0.9141100645065308,3
295,295,0,0.8291681629009547,0.7017391033817627,vase,0.9484878778457642,3
296,296,-1,0.0,0.0,None,0.0,3
297,297,1,0.7641083230526547,0.6103896103896104,kite,0.6137209534645081,3
298,298,4,0.0045004847120763015,0.002254709433413339,person,0.6093723177909851,3
299,299,1,0.029254762143148844,0.014830160139423235,clock,0.7364396452903748,3
300,300,0,0.43099791743827665,0.26815975474750914,cat,0.7118667364120483,3
301,301,0,0.8874245137388083,0.789592123769339,cake,0.915643036365509,3
302,302,1,0.7432467674837044,0.585619030455938,dog,0.4118995666503906,3
303,303,1,0.026562176195180306,0.01343918497845937,bench,0.31692788004875183,3
304,304,1,0.9318817025240558,0.8656122006002152,banana,0.4878664016723633,3
305,305,0,0.7748960477861223,0.6230378991345867,tennis racket,0.9624040126800537,3
306,306,-1,0.0,0.0,None,0.0,3
307,307,0,0.0095592975174127,0.004692516670782909,person,0.8584157824516296,2
308,308,0,0.0191185950348254,0.009429280397022333,person,0.8584157824516296,2
309,309,0,0.23552464931775277,0.13241616509028376,person,0.8584157824516296,2
310,310,0,0.2153496203072308,0.1196785020314432,person,0.8584157824516296,2
311,311,0,0.0,0.0,person,0.8584157824516296,2
312,312,1,0.2004298263900657,0.11027316909669851,bicycle,0.40621837973594666,2
313,313,0,0.0,0.0,person,0.7869771122932434,2
314,314,0,0.0,0.0,person,0.7869771122932434,2
315,315,0,0.0,0.0,person,0.7869771122932434,2
316,316,0,0.0,0.0,horse,0.7897027730941772,2
317,317,0,0.0,0.0,horse,0.7897027730941772,2
318,318,0,0.0,0.0,horse,0.7897027730941772,2
319,319,0,0.0,0.0,horse,0.7897027730941772,2
320,320,0,0.0,0.0,horse,0.7897027730941772,2
321,321,0,0.0,0.0,horse,0.7897027730941772,2
322,322,0,0.0,0.0,horse,0.7897027730941772,2
323,323,0,0.0,0.0,horse,0.7897027730941772,2
324,324,-1,0.0,0.0,None,0.0,2
325,325,-1,0.0,0.0,None,0.0,2
326,326,-1,0.0,0.0,None,0.0,2
327,327,-1,0.0,0.0,None,0.0,2
328,328,-1,0.0,0.0,None,0.0,2
329,329,0,0.0,0.0,person,0.5226625800132751,2
330,330,0,0.0,0.0,person,0.5226625800132751,2
331,331,2,0.8265711780836661,0.6804333107650643,person,0.3874584138393402,2
332,332,-1,0.0,0.0,None,0.0,2
333,333,-1,0.0,0.0,None,0.0,2
334,334,-1,0.0,0.0,None,0.0,2
335,335,-1,0.0,0.0,None,0.0,2
336,336,1,0.8623056461602163,0.7314148681055156,wine glass,0.8906707763671875,2
337,337,2,0.6011616945087227,0.4213932242101256,cup,0.8896371126174927,2
338,338,8,0.855516290099606,0.7301464919043947,cup,0.25317463278770447,2
339,339,3,0.45730522807706825,0.28825757575757577,bowl,0.7525434494018555,2
340,340,-1,0.0,0.0,None,0.0,2
341,341,-1,0.0,0.0,None,0.0,2
342,342,-1,0.0,0.0,None,0.0,2
343,343,-1,0.0,0.0,None,0.0,2
344,344,-1,0.0,0.0,None,0.0,2
345,345,-1,0.0,0.0,None,0.0,2
346,346,0,0.09566918553021798,0.04996415770609319,chair,0.7782192826271057,2
347,347,0,0.7641269096852753,0.612642042607772,chair,0.7782192826271057,2
348,348,-1,0.0,0.0,None,0.0,2
349,349,-1,0.0,0.0,None,0.0,2
350,350,-1,0.0,0.0,None,0.0,2
351,351,-1,0.0,0.0,None,0.0,2
352,352,-1,0.0,0.0,None,0.0,2
353,353,-1,0.0,0.0,None,0.0,2
354,354,-1,0.0,0.0,None,0.0,2
355,355,-1,0.0,0.0,None,0.0,2
356,356,-1,0.0,0.0,None,0.0,2
357,357,-1,0.0,0.0,None,0.0,2
358,358,2,0.8899189755510634,0.7441104792851341,person,0.746303379535675,2
359,359,0,0.0,0.0,person,0.7897525429725647,2
360,360,0,0.0,0.0,person,0.7897525429725647,2
361,361,1,0.14638268013156502,0.07679083094555873,person,0.4188564121723175,2
362,362,3,0.03900263048746879,0.019287833827893175,person,0.385483980178833,2
363,363,0,0.0,0.0,person,0.5673332214355469,2
364,364,3,0.009291353908338244,0.004638430537601703,person,0.385483980178833,2
365,365,0,0.0,0.0,person,0.5673332214355469,2
366,366,0,0.0,0.0,horse,0.8720242381095886,2
367,367,0,0.0,0.0,car,0.9145500659942627,2
368,368,0,0.8838057497520405,0.7808804015461835,orange,0.6370442509651184,2
369,369,0,0.798461754469021,0.6575240255476631,bird,0.28846946358680725,2
370,370,0,0.3322447995961942,0.19859157431088378,bird,0.28846946358680725,2
371,371,0,0.3322447995961942,0.19859157431088378,bird,0.28846946358680725,2
372,372,-1,0.0,0.0,None,0.0,2
373,373,-1,0.0,0.0,None,0.0,2
374,374,-1,0.0,0.0,None,0.0,2
375,375,-1,0.0,0.0,None,0.0,2
376,376,-1,0.0,0.0,None,0.0,2
377,377,0,0.0,0.0,horse,0.8618184328079224,2
378,378,0,0.0,0.0,horse,0.8618184328079224,2
379,379,0,0.0,0.0,horse,0.8618184328079224,2
380,380,0,0.017339296002633817,0.008660381495286121,horse,0.8618184328079224,2
381,381,0,0.0,0.0,horse,0.8618184328079224,2
382,382,3,0.03886315980344923,0.019094766619519095,horse,0.7411748170852661,2
383,383,0,0.0,0.0,horse,0.8618184328079224,2
384,384,2,0.8200222458065388,0.6766750069502363,boat,0.7894327044487,2
385,385,0,0.0,0.0,bowl,0.7126883864402771,3
386,386,0,0.0,0.0,bowl,0.7126883864402771,3
387,387,0,0.0,0.0,bowl,0.7126883864402771,3
388,388,0,0.0,0.0,bowl,0.7126883864402771,3
389,389,3,0.02436892385112884,0.012321933040812647,clock,0.6346235871315002,3
390,390,3,0.6015660949715832,0.42638592103912587,dining table,0.5763715505599976,3
391,391,0,0.832208530491936,0.7054257578683143,bowl,0.9465264678001404,3
392,392,1,0.46950715694656053,0.3028798411122145,bird,0.9004034399986267,3
393,393,-1,0.0,0.0,None,0.0,3
394,394,-1,0.0,0.0,None,0.0,3
395,395,-1,0.0,0.0,None,0.0,3
396,396,-1,0.0,0.0,None,0.0,3
397,397,0,0.636149589552214,0.4599330576885214,umbrella,0.30562731623649597,3
398,398,-1,0.0,0.0,None,0.0,3
399,399,0,0.5593295240750101,0.3823335530652604,bird,0.9181605577468872,3
400,400,0,0.6231383806665002,0.44781177381874515,teddy bear,0.9229855537414551,3
401,401,1,0.3628495873066752,0.21964712783719145,bed,0.8107779622077942,3
402,402,0,0.7257956333928074,0.5647001934235977,train,0.923041820526123,3
403,403,0,0.050648920188803466,0.02574029507167521,train,0.923041820526123,3
404,404,-1,0.0,0.0,None,0.0,3
405,405,-1,0.0,0.0,None,0.0,3
406,406,-1,0.0,0.0,None,0.0,3
407,407,-1,0.0,0.0,None,0.0,3
408,408,0,0.0,0.0,boat,0.5876704454421997,3
409,409,0,0.0,0.0,boat,0.5876704454421997,3
410,410,0,0.7538752971788667,0.6017644511799091,vase,0.9788803458213806,3
411,411,3,0.8579384940480119,0.7432532347504621,vase,0.883608341217041,3
412,412,0,0.6193649805957196,0.4411345592725792,tennis racket,0.9156426787376404,3
413,413,1,0.6867796459563156,0.5203570172353148,chair,0.8590994477272034,3
414,414,2,0.8105778934272609,0.6649224444029154,sports ball,0.644866406917572,3
415,415,-1,0.0,0.0,None,0.0,3
416,416,-1,0.0,0.0,None,0.0,3
417,417,0,0.8608945934766815,0.744808354099917,car,0.73166823387146,3
418,418,0,0.0,0.0,person,0.7852618098258972,3
419,419,-1,0.0,0.0,None,0.0,3
420,420,-1,0.0,0.0,None,0.0,3
421,421,1,0.7851233184523981,0.6407604760401775,bench,0.4503908157348633,3
422,422,0,0.6011237100009392,0.4257184193356217,toaster,0.6003508567810059,3
423,423,-1,0.0,0.0,None,0.0,3
424,424,-1,0.0,0.0,None,0.0,4
425,425,-1,0.0,0.0,None,0.0,4
426,426,-1,0.0,0.0,None,0.0,4
427,427,0,0.9709121366159198,0.9342186263301381,tv,0.6063782572746277,4
428,428,0,0.0,0.0,clock,0.9278017282485962,4
429,429,0,0.7559510710736527,0.6003847249928754,clock,0.9278017282485962,4
430,430,1,0.8552278832851156,0.735515598586138,cup,0.8619123101234436,4
431,431,-1,0.0,0.0,None,0.0,4
432,432,-1,0.0,0.0,None,0.0,4
433,433,0,0.6373089116853965,0.46223692545928063,broccoli,0.9206092357635498,4
434,434,0,0.5756613059796016,0.4015996286231008,chair,0.9438750147819519,4
435,435,0,0.04192913583090352,0.02126388977755028,chair,0.9438750147819519,4
436,436,0,0.03641937777336345,0.01836872757221013,chair,0.9438750147819519,4
437,437,-1,0.0,0.0,None,0.0,4
438,438,-1,0.0,0.0,None,0.0,4
439,439,-1,0.0,0.0,None,0.0,4
440,440,0,0.6582698404086283,0.4833478501860797,chair,0.7515117526054382,4
441,441,0,0.21941587028460588,0.12161386512858563,chair,0.7515117526054382,4
442,442,4,0.45776929243650777,0.2939706272670972,dining table,0.8429092764854431,4
443,443,0,0.0,0.0,chair,0.9421722292900085,4
444,444,31,0.31470581733928416,0.1852665051483949,microwave,0.2925143837928772,4
445,445,0,0.8316706429796715,0.7074647373279804,tv,0.9449205994606018,4
446,446,1,0.4953918928511025,0.32562854825628545,potted plant,0.7188267111778259,4
447,447,2,0.03463115777796678,0.017528566380021204,bench,0.6708029508590698,4
448,448,8,0.02137173427697332,0.010724383347957493,bench,0.39728012681007385,4
449,449,0,0.21852180620408984,0.12187174729601304,bench,0.8347785472869873,4
450,450,0,0.0,0.0,bench,0.8347785472869873,4
451,451,2,0.16513814718496517,0.08958994242744683,potted plant,0.788494884967804,4
452,452,1,0.08199426349642835,0.04252803083391731,potted plant,0.8741043210029602,4
453,453,-1,0.0,0.0,None,0.0,4
454,454,0,0.0,0.0,person,0.8297984600067139,4
455,455,0,0.0,0.0,person,0.8297984600067139,4
456,456,0,0.44990970358712673,0.28693424423569597,bird,0.9181605577468872,4
457,457,0,0.0,0.0,vase,0.6281080842018127,4
458,458,0,0.7729325316159836,0.623326882760845,vase,0.6281080842018127,4
459,459,0,0.3311471498721766,0.1967739991563385,person,0.5231413841247559,4
460,460,0,0.0,0.0,person,0.5231413841247559,4
461,461,1,0.6237497411456128,0.4500598278501859,dog,0.4118995666503906,4
462,462,-1,0.0,0.0,None,0.0,4
463,463,-1,0.0,0.0,None,0.0,4
464,464,-1,0.0,0.0,None,0.0,4
465,465,0,0.2547057913167873,0.14560061518536507,person,0.9495897889137268,4
